4726	0.2000 0.2000 0.2000 0.2000 0.2000 1040.2979 1480.2514 1875.8979 2314.2597 2858.2618 0.2000 0.2000 0.2000 0.2000 0.2000 
4727	0.2000 0.2000 0.2000 0.2000 0.2000 823.8115 1212.5208 1579.7556 2050.6278 2643.4354 0.2000 0.2000 0.2000 0.2000 0.2000 
4728	0.2000 0.2000 0.2000 0.2000 0.2000 1393.2642 1905.9358 2261.5632 2628.5538 3160.2299 0.2000 0.2000 0.2000 0.2000 0.2000 
4878	0.3333 0.3333 0.3333 0.0000 0.0000 175.9663 196.0813 319.8898 0.0000 0.0000 0.3333 0.3333 0.3333 0.0000 0.0000 
4886	0.2000 0.2000 0.2000 0.2000 0.2000 1920.1628 2382.6486 2775.6823 3220.7201 3897.1493 0.2000 0.2000 0.2000 0.2000 0.2000 
4887	0.2000 0.2000 0.2000 0.2000 0.2000 2033.2461 2745.3529 3201.1744 3821.2507 4718.7016 0.2000 0.2000 0.2000 0.2000 0.2000 
4888	0.2000 0.2000 0.2000 0.2000 0.2000 2170.4829 3054.8657 3777.9039 4469.5368 5125.2450 0.2000 0.2000 0.2000 0.2000 0.2000 
4889	0.2000 0.2000 0.2000 0.2000 0.2000 1484.4198 2373.5040 3138.5949 3887.8965 4560.7042 0.2000 0.2000 0.2000 0.2000 0.2000 
4890	0.2000 0.2000 0.2000 0.2000 0.2000 1340.0378 1945.3021 2439.4253 2987.7722 3831.6062 0.2000 0.2000 0.2000 0.2000 0.2000 
4891	0.2000 0.2000 0.2000 0.2000 0.2000 2620.6069 3561.0979 4131.8507 4535.1156 4931.5949 0.2000 0.2000 0.2000 0.2000 0.2000 
5033	0.2000 0.2000 0.2000 0.2000 0.2000 417.1462 802.0306 984.5080 1142.3288 1521.3021 0.2000 0.2000 0.2000 0.2000 0.2000 
5034	0.2000 0.2000 0.2000 0.2000 0.2000 626.9587 878.2382 1049.7479 1232.4941 1489.1771 0.2000 0.2000 0.2000 0.2000 0.2000 
5035	0.2000 0.2000 0.2000 0.2000 0.2000 589.5955 812.9927 978.1406 1144.2167 1386.3816 0.2000 0.2000 0.2000 0.2000 0.2000 
5036	0.2000 0.2000 0.2000 0.2000 0.2000 433.3257 652.3896 841.5312 1021.8941 1283.9597 0.2000 0.2000 0.2000 0.2000 0.2000 
5037	0.2000 0.2000 0.2000 0.2000 0.2000 382.5455 532.0132 657.8309 811.7628 1204.6285 0.2000 0.2000 0.2000 0.2000 0.2000 
5038	0.2000 0.2000 0.2000 0.2000 0.2000 324.9017 488.8278 629.8990 790.9760 1128.8215 0.2000 0.2000 0.2000 0.2000 0.2000 
5047	0.2000 0.2000 0.2000 0.2000 0.2000 3873.9501 4660.5367 5000.2289 5281.6756 5705.9274 0.2000 0.2000 0.2000 0.2000 0.2000 
5048	0.2000 0.2000 0.2000 0.2000 0.2000 4450.0355 5020.2340 5260.0117 5465.1334 5721.5717 0.2000 0.2000 0.2000 0.2000 0.2000 
5049	0.2000 0.2000 0.2000 0.2000 0.2000 4027.9722 4504.0812 4835.2267 5209.8276 5643.0169 0.2000 0.2000 0.2000 0.2000 0.2000 
5050	0.2000 0.2000 0.2000 0.2000 0.2000 2514.4875 3188.8010 3652.5649 4063.9958 4587.3757 0.2000 0.2000 0.2000 0.2000 0.2000 
5051	0.2000 0.2000 0.2000 0.2000 0.2000 4111.5233 4607.8492 4868.1796 5094.4138 5405.1387 0.2000 0.2000 0.2000 0.2000 0.2000 
5052	0.2000 0.2000 0.2000 0.2000 0.2000 4647.1594 5123.1650 5406.8974 5653.4585 5943.2687 0.2000 0.2000 0.2000 0.2000 0.2000 
5053	0.2000 0.2000 0.2000 0.2000 0.2000 5166.9497 5534.6244 5746.8968 5953.0176 6258.9941 0.2000 0.2000 0.2000 0.2000 0.2000 
5054	0.2000 0.2000 0.2000 0.2000 0.2000 4323.8642 4793.6052 5039.2413 5238.8236 5661.1650 0.2000 0.2000 0.2000 0.2000 0.2000 
5193	0.2000 0.2000 0.2000 0.2000 0.2000 1022.5896 1235.7549 1401.7615 1570.4976 1889.9233 0.2000 0.2000 0.2000 0.2000 0.2000 
5194	0.2000 0.2000 0.2000 0.2000 0.2000 877.8156 1201.0365 1437.9087 1712.5316 2142.9556 0.2000 0.2000 0.2000 0.2000 0.2000 
5195	0.2000 0.2000 0.2000 0.2000 0.2000 813.5736 1072.6378 1308.6174 1547.2424 1941.4941 0.2000 0.2000 0.2000 0.2000 0.2000 
5196	0.2000 0.2000 0.2000 0.2000 0.2000 762.3882 923.0569 1079.6580 1273.9236 1664.7736 0.2000 0.2000 0.2000 0.2000 0.2000 
5207	0.2000 0.2000 0.2000 0.2000 0.2000 5095.3143 5329.6077 5533.6909 5801.8838 6099.3242 0.2000 0.2000 0.2000 0.2000 0.2000 
5208	0.2000 0.2000 0.2000 0.2000 0.2000 5104.6111 5458.0550 5661.8545 5830.9444 5995.5868 0.2000 0.2000 0.2000 0.2000 0.2000 
5209	0.2000 0.2000 0.2000 0.2000 0.2000 4718.2152 5029.5231 5242.9069 5510.1977 5861.6079 0.2000 0.2000 0.2000 0.2000 0.2000 
5210	0.2000 0.2000 0.2000 0.2000 0.2000 3824.1490 4285.7904 4623.8558 4941.0146 5365.2706 0.2000 0.2000 0.2000 0.2000 0.2000 
5211	0.2000 0.2000 0.2000 0.2000 0.2000 4587.8645 4901.9365 5092.2304 5302.3733 5744.8453 0.2000 0.2000 0.2000 0.2000 0.2000 
5212	0.2000 0.2000 0.2000 0.2000 0.2000 4348.3910 4641.2014 4972.3444 5317.9080 5760.5767 0.2000 0.2000 0.2000 0.2000 0.2000 
5213	0.2000 0.2000 0.2000 0.2000 0.2000 4383.4769 4476.9903 4728.8791 5079.3824 5750.2231 0.2000 0.2000 0.2000 0.2000 0.2000 
5214	0.2000 0.2000 0.2000 0.2000 0.2000 4490.6538 4684.5247 4862.6847 5072.4212 5393.2729 0.2000 0.2000 0.2000 0.2000 0.2000 
5215	0.2000 0.2000 0.2000 0.2000 0.2000 4756.8927 4931.2983 5050.6066 5195.3528 5576.4769 0.2000 0.2000 0.2000 0.2000 0.2000 
5216	0.2000 0.2000 0.2000 0.2000 0.2000 4812.0802 4952.2524 5055.3705 5195.2878 5433.2778 0.2000 0.2000 0.2000 0.2000 0.2000 
5352	0.2000 0.2000 0.2000 0.2000 0.2000 1456.4813 1974.4288 2327.9156 2703.9580 3232.8101 0.2000 0.2000 0.2000 0.2000 0.2000 
5353	0.2000 0.2000 0.2000 0.2000 0.2000 1456.3111 1883.1410 2206.1931 2596.2781 3150.8587 0.2000 0.2000 0.2000 0.2000 0.2000 
5354	0.2000 0.2000 0.2000 0.2000 0.2000 1512.0448 1975.0944 2276.0566 2559.3847 2940.5021 0.2000 0.2000 0.2000 0.2000 0.2000 
5355	0.2000 0.2000 0.2000 0.2000 0.2000 1112.7510 1548.5104 1933.8635 2340.5306 3005.5500 0.2000 0.2000 0.2000 0.2000 0.2000 
5356	0.2000 0.2000 0.2000 0.2000 0.2000 1168.3012 1550.4376 2054.6167 2848.9057 4249.2102 0.2000 0.2000 0.2000 0.2000 0.2000 
5363	0.2000 0.2000 0.2000 0.2000 0.2000 4479.9322 5122.5644 5371.9903 5594.9935 5838.0965 0.2000 0.2000 0.2000 0.2000 0.2000 
5364	0.2000 0.2000 0.2000 0.2000 0.2000 4770.4687 5152.5853 5334.2977 5544.4992 5830.6091 0.2000 0.2000 0.2000 0.2000 0.2000 
5365	0.2000 0.2000 0.2000 0.2000 0.2000 4450.0546 4791.9409 5023.7016 5270.8048 5674.9248 0.2000 0.2000 0.2000 0.2000 0.2000 
5366	0.2000 0.2000 0.2000 0.2000 0.2000 5000.7025 5390.9948 5569.1515 5766.5468 6060.8678 0.2000 0.2000 0.2000 0.2000 0.2000 
5367	0.2000 0.2000 0.2000 0.2000 0.2000 4526.6646 4762.1587 4985.1326 5241.4937 5669.7517 0.2000 0.2000 0.2000 0.2000 0.2000 
5368	0.2000 0.2000 0.2000 0.2000 0.2000 4426.4267 4671.8639 4836.5240 4999.7934 5286.0278 0.2000 0.2000 0.2000 0.2000 0.2000 
5369	0.2000 0.2000 0.2000 0.2000 0.2000 4233.4431 4591.1924 4839.0885 5106.9042 5470.0344 0.2000 0.2000 0.2000 0.2000 0.2000 
5370	0.2000 0.2000 0.2000 0.2000 0.2000 4085.1417 4532.8781 4883.7010 5147.2910 5430.6083 0.2000 0.2000 0.2000 0.2000 0.2000 
5371	0.2000 0.2000 0.2000 0.2000 0.2000 4178.3694 4407.7583 4759.9729 5228.5938 5672.3642 0.2000 0.2000 0.2000 0.2000 0.2000 
5372	0.2000 0.2000 0.2000 0.2000 0.2000 4192.0757 4221.3458 4400.4490 4687.1951 5065.9441 0.2000 0.2000 0.2000 0.2000 0.2000 
5373	0.2000 0.2000 0.2000 0.2000 0.2000 4388.1365 4450.3288 4568.4688 4712.3160 4943.3156 0.2000 0.2000 0.2000 0.2000 0.2000 
5374	0.5000 0.5000 0.0000 0.0000 0.0000 4434.1290 4565.7063 0.0000 0.0000 0.0000 0.5000 0.5000 0.0000 0.0000 0.0000 
5375	0.2000 0.2000 0.2000 0.2000 0.2000 4564.8809 4639.7653 4742.7969 4888.9611 5123.9566 0.2000 0.2000 0.2000 0.2000 0.2000 
5376	0.2000 0.2000 0.2000 0.2000 0.2000 4783.6538 4926.5083 5045.9410 5188.6253 5438.5278 0.2000 0.2000 0.2000 0.2000 0.2000 
5510	0.2000 0.2000 0.2000 0.2000 0.2000 1054.6389 1341.0660 1555.5076 1815.6997 2301.0090 0.2000 0.2000 0.2000 0.2000 0.2000 
5513	0.2000 0.2000 0.2000 0.2000 0.2000 3153.8160 3591.7717 3948.9044 4377.5229 5168.4660 0.2000 0.2000 0.2000 0.2000 0.2000 
5514	0.2000 0.2000 0.2000 0.2000 0.2000 2199.5601 2857.4431 3490.4477 4504.6380 5478.8412 0.2000 0.2000 0.2000 0.2000 0.2000 
5515	0.2000 0.2000 0.2000 0.2000 0.2000 2253.5819 2905.7071 3428.0512 4036.6775 5158.1956 0.2000 0.2000 0.2000 0.2000 0.2000 
5516	0.2000 0.2000 0.2000 0.2000 0.2000 3949.4109 4602.4244 5013.6827 5383.0786 5995.5847 0.2000 0.2000 0.2000 0.2000 0.2000 
5522	0.2000 0.2000 0.2000 0.2000 0.2000 4186.9654 4638.9574 4982.6600 5312.8344 5684.5085 0.2000 0.2000 0.2000 0.2000 0.2000 
5523	0.2000 0.2000 0.2000 0.2000 0.2000 4672.0055 4789.6859 4979.0665 5252.2418 5604.3404 0.2000 0.2000 0.2000 0.2000 0.2000 
5524	0.2500 0.2500 0.2500 0.2500 0.0000 4665.0997 4782.0267 5060.4544 5355.4600 0.0000 0.2500 0.2500 0.2500 0.2500 0.0000 
5525	0.2000 0.2000 0.2000 0.2000 0.2000 4697.1069 4868.6667 4990.8302 5086.9167 5288.5413 0.2000 0.2000 0.2000 0.2000 0.2000 
5526	0.2000 0.2000 0.2000 0.2000 0.2000 4388.4062 4576.0424 4832.6236 5101.7799 5393.7142 0.2000 0.2000 0.2000 0.2000 0.2000 
5527	0.2000 0.2000 0.2000 0.2000 0.2000 4329.2253 4378.1441 4468.4361 4653.9097 5047.7733 0.2000 0.2000 0.2000 0.2000 0.2000 
5528	0.2000 0.2000 0.2000 0.2000 0.2000 4336.4906 4497.6066 4660.3160 4871.2035 5151.5399 0.2000 0.2000 0.2000 0.2000 0.2000 
5529	0.2000 0.2000 0.2000 0.2000 0.2000 4321.0903 4434.8438 4559.9014 4735.1653 5067.5073 0.2000 0.2000 0.2000 0.2000 0.2000 
5530	0.2000 0.2000 0.2000 0.2000 0.2000 4201.3521 4409.0757 4724.8816 5111.9382 5579.9760 0.2000 0.2000 0.2000 0.2000 0.2000 
5531	0.2000 0.2000 0.2000 0.2000 0.2000 4182.4330 4407.0510 4732.0497 5086.0163 5503.2670 0.2000 0.2000 0.2000 0.2000 0.2000 
5532	0.2000 0.2000 0.2000 0.2000 0.2000 4214.3483 4318.4167 4475.7250 4694.4490 5221.1097 0.2000 0.2000 0.2000 0.2000 0.2000 
5533	0.2000 0.2000 0.2000 0.2000 0.2000 4382.2535 4613.8441 4852.3316 5189.3757 5531.0986 0.2000 0.2000 0.2000 0.2000 0.2000 
5534	0.2000 0.2000 0.2000 0.2000 0.2000 4673.1566 5000.1670 5304.7986 5496.4906 5681.1903 0.2000 0.2000 0.2000 0.2000 0.2000 
5535	0.2000 0.2000 0.2000 0.2000 0.2000 4720.6135 4861.9302 5019.0993 5209.3566 5498.4163 0.2000 0.2000 0.2000 0.2000 0.2000 
5669	0.2000 0.2000 0.2000 0.2000 0.2000 1446.2146 1915.9566 2235.2507 2630.6840 3478.8448 0.2000 0.2000 0.2000 0.2000 0.2000 
5670	0.2000 0.2000 0.2000 0.2000 0.2000 1313.1913 1838.5726 2263.2194 2725.1215 3608.3549 0.2000 0.2000 0.2000 0.2000 0.2000 
